tunecache	1.1.0	1.1.0-e23cd7e4f-sm_86	cpu_arch=x86_64,gpu_arch=sm_86,cuda_version=12.2.140	# Last updated Fri May  9 21:48:22 2025

          volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	aux.x	aux.y	aux.z	aux.w	time	comment
         1x2x2x8	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,Nxz=3,Nyw=8,max_nyw_tile=8	128	1	1	1	1	8	0	-1	-1	-1	-1	1.64309e-05	# 17.95 Gflop/s, 23.93 GB/s, tuning took 0.018355 seconds at Wed Apr  2 17:24:50 2025
         1x2x2x8	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,Nxz=4,Nyw=2,max_nyw_tile=8	128	1	1	1	1	2	0	-1	-1	-1	-1	1.94359e-05	# 5.06 Gflop/s, 6.32 GB/s, tuning took 0.015121 seconds at Wed Apr  2 17:24:50 2025
         1x2x2x8	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,Nxz=4,Nyw=3,max_nyw_tile=8	128	1	1	1	1	3	0	-1	-1	-1	-1	1.96211e-05	# 7.52 Gflop/s, 9.39 GB/s, tuning took 0.015466 seconds at Wed Apr  2 17:24:50 2025
         1x2x2x8	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,Nxz=4,Nyw=4,max_nyw_tile=8	128	1	1	1	1	4	0	-1	-1	-1	-1	1.95965e-05	# 10.03 Gflop/s, 12.54 GB/s, tuning took 0.016460 seconds at Wed Apr  2 17:24:50 2025
         1x2x2x8	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,Nxz=4,Nyw=4,max_nyw_tile=8,norm	128	1	1	1	1	4	0	-1	-1	-1	-1	1.94962e-05	# 10.08 Gflop/s, 12.61 GB/s, tuning took 0.016468 seconds at Wed Apr  2 17:24:50 2025
         1x2x2x8	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,Nxz=4,Nyw=8,max_nyw_tile=8	128	1	1	1	1	8	0	-1	-1	-1	-1	1.96656e-05	# 20.00 Gflop/s, 24.99 GB/s, tuning took 0.019275 seconds at Wed Apr  2 17:24:50 2025
         1x2x2x8	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,Nxz=8,Nyw=4,max_nyw_tile=8	128	1	1	1	1	4	0	-1	-1	-1	-1	3.23386e-05	# 12.16 Gflop/s, 13.68 GB/s, tuning took 0.019446 seconds at Wed Apr  2 17:24:50 2025
         1x2x2x8	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,Nxz=8,Nyw=5,max_nyw_tile=8	128	1	1	1	1	5	0	-1	-1	-1	-1	3.23778e-05	# 15.18 Gflop/s, 17.08 GB/s, tuning took 0.020521 seconds at Wed Apr  2 17:24:50 2025
         1x2x2x8	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,Nxz=8,Nyw=9,max_nyw_tile=8	128	1	1	1	1	9	0	-1	-1	-1	-1	3.25677e-05	# 27.17 Gflop/s, 30.56 GB/s, tuning took 0.024789 seconds at Wed Apr  2 17:24:50 2025
 1x2x2x8,2x2x2x2	N4quda14RestrictLaunchIffsLi2ELi24ELi2ELi24EEE	GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,n_rhs=1	32	1	1	16	1	12	0	8	-1	-1	-1	4.99915e-06	# 58.99 Gflop/s, 33.23 GB/s, tuning took 0.025896 seconds at Wed Apr  2 17:24:49 2025
               2	N4quda7reducer11init_reduceIN4cuda3__46atomicIjLNS2_3std3__48__detail12thread_scopeE1EEEEE	GPU-offline,	32	1	1	1	1	1	0	-1	-1	-1	-1	3.40282e+38	# default
         2359296	N4quda15TransformReduceINS_7maximumIfEENS_7complexIsEEjNS_8abs_max_IfsEENS_8identityEEE	,batch_size=2	512	1	1	42	1	2	0	-1	-1	-1	-1	6.507e-05	# 0.00 Gflop/s, 290.06 GB/s, tuning took 0.651306 seconds at Wed Apr  2 17:24:26 2025
              24	N4quda7reducer11init_reduceIN4cuda3__46atomicIjLNS2_3std3__48__detail12thread_scopeE1EEEEE	GPU-offline,	32	1	1	1	1	1	0	-1	-1	-1	-1	3.40282e+38	# default
         2x2x2x2	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeCoarseDiagonal,GPU-device	32	1	2	1	2	12	4469	1	0	0	0	2.2233e-06	# 0.35 Gflop/s, 2.76 GB/s, tuning took 0.014943 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeConvert,GPU-device	32	6	1	1	8	24	0	1	0	0	0	3.54756e-06	# 0.22 Gflop/s, 124.70 GB/s, tuning took 0.038301 seconds at Wed Apr  2 17:24:43 2025
         2x2x2x2	N4quda11SpinorNoiseIfLi2ELi24EEE	GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,uniform	96	1	1	1	2	1	4469	-1	-1	-1	-1	9.94743e-06	# 0.00 Gflop/s, 0.62 GB/s, tuning took 0.018123 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda12DslashCoarseIfssLi2ELi24ELb1ELb1ELb0ELNS_10DslashTypeE2EEE	policy_kernel,GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,comm=0000,full,halo=00000000,n_rhs=1	32	1	16	1	2	24	4096	4	4	1	1	6.72599e-06	# 394.39 Gflop/s, 206.44 GB/s, tuning took 0.066556 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda12ExtractGhostIsLi48ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEEEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48fine-grained,extract	32	2	1	1	24	8	0	-1	-1	-1	-1	8.48144e-06	# 0.00 Gflop/s, 69.54 GB/s, tuning took 0.062891 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda12ExtractGhostIsLi48ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb0EsEEEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48fine-grained,extract	32	1	4	1	48	2	0	-1	-1	-1	-1	8.83229e-06	# 0.00 Gflop/s, 66.78 GB/s, tuning took 0.099228 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda12ExtractGhostIsLi48ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb0EsEEEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48fine-grained,inject	64	5	1	1	10	8	12289	-1	-1	-1	-1	1.95795e-06	# 0.00 Gflop/s, 301.24 GB/s, tuning took 0.021311 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda13CalculateYhatIL19QudaFieldLocation_s2EfsNS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEES5_NS3_IfLi48ELi1ELS4_13ELb1EfEELi48ELi4ELi2ELb0ELb1EEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48,GPU-device,comm=0000,mma,3xfp16,m16n8k8	8	1	1	1	24	96	0	0	0	0	0	3.03476e-05	# 3712.20 Gflop/s, 4198.09 GB/s, tuning took 0.001139 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda13CalculateYhatIL19QudaFieldLocation_s2EfsNS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEES5_NS3_IfLi48ELi1ELS4_13ELb1EfEELi48ELi4ELi2ELb1ELb1EEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48,GPU-device,comm=0000,mma,3xfp16,m16n8k8,compute_max	8	1	1	1	24	96	0	0	0	0	0	2.77358e-05	# 4061.77 Gflop/s, 2551.90 GB/s, tuning took 0.001104 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda22DslashCoarsePolicyTuneINS_18DslashCoarseLaunchINS_1DELb0ELi24ELb0ELi1EEEEE	policy,dslashclover,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,gauge_prec=2,halo_prec=2,comm=0000,topo=1111,p2p=0,gdr=0,nvshmem=0,pol=11110000000,full,n_rhs=1	32	1	1	1	1	1	0	1	0	0	0	6.72278e-06	# 394.58 Gflop/s, 206.54 GB/s, tuning took 0.003937 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda4blas10caxpyNorm2IdfEE	GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,n_rhs=1	128	1	1	1	1	1	0	-1	-1	-1	-1	7.35585e-06	# 1.67 Gflop/s, 2.51 GB/s, tuning took 0.006540 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda4blas12MaxDeviationIdfEE	GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,n_rhs=1	128	1	1	1	1	1	0	-1	-1	-1	-1	7.76221e-06	# 0.00 Gflop/s, 1.58 GB/s, tuning took 0.006432 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda4blas5Norm2IdfEE	GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,n_rhs=1	256	1	1	1	1	1	0	-1	-1	-1	-1	7.11194e-06	# 0.43 Gflop/s, 0.86 GB/s, tuning took 0.006396 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda4blas5Norm2IdfEE	GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,n_rhs=24	128	1	1	1	1	24	0	-1	-1	-1	-1	8.26324e-06	# 8.92 Gflop/s, 17.84 GB/s, tuning took 0.006368 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda7RNGInitE	GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24	384	1	1	1	2	1	0	-1	-1	-1	-1	0.000418133	# 0.00 Gflop/s, 0.00 GB/s, tuning took 0.056068 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EfEENS3_IfLi48ELi1ELS4_13ELb1EsEEEEEE	GPU-offline,vol=16,stride=8,precision=2,geometry=1,Nc=48,vol=16,stride=8,precision=4,geometry=1,Nc=48,fine-grained	64	1	1	1	48	2	0	-1	-1	-1	-1	5.38409e-06	# 0.00 Gflop/s, 82.16 GB/s, tuning took 0.015143 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48,vol=16,stride=16,precision=2,geometry=8,Nc=48,fine-grained	32	1	2	1	48	8	0	-1	-1	-1	-1	2.8789e-05	# 0.00 Gflop/s, 163.90 GB/s, tuning took 0.055207 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48,vol=16,stride=16,precision=2,geometry=8,Nc=48,fine-grained,ghost	32	1	4	1	48	2	0	-1	-1	-1	-1	9.31542e-06	# 0.00 Gflop/s, 253.27 GB/s, tuning took 0.026427 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=16,stride=8,precision=2,geometry=1,Nc=48,vol=16,stride=8,precision=2,geometry=1,Nc=48,fine-grained	96	6	1	1	8	2	0	-1	-1	-1	-1	9.07947e-06	# 0.00 Gflop/s, 32.48 GB/s, tuning took 0.016759 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb0EsEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48,vol=16,stride=16,precision=2,geometry=8,Nc=48,fine-grained,ghost	96	3	1	1	16	8	0	-1	-1	-1	-1	8.64294e-06	# 0.00 Gflop/s, 272.97 GB/s, tuning took 0.024690 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb1EsEENS3_IfLi48ELi1ELS4_13ELb1EfEEEEEE	GPU-offline,vol=16,stride=8,precision=4,geometry=1,Nc=48,vol=16,stride=8,precision=2,geometry=1,Nc=48,fine-grained	96	2	1	1	24	2	0	-1	-1	-1	-1	4.6542e-06	# 0.00 Gflop/s, 95.05 GB/s, tuning took 0.013641 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb1EsEENS3_IfLi48ELi1ELS4_13ELb1EsEEEEEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48,vol=16,stride=16,precision=2,geometry=8,Nc=48,fine-grained	32	7	2	1	7	8	0	-1	-1	-1	-1	1.07975e-05	# 0.00 Gflop/s, 437.01 GB/s, tuning took 0.029525 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb1EsEENS3_IfLi48ELi1ELS4_13ELb1EsEEEEEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48,vol=16,stride=16,precision=2,geometry=8,Nc=48,fine-grained,ghost	32	7	2	1	7	4	0	-1	-1	-1	-1	5.07973e-06	# 0.00 Gflop/s, 464.45 GB/s, tuning took 0.018879 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb1EsEENS3_IfLi48ELi1ELS4_13ELb1EsEEEEEE	GPU-offline,vol=16,stride=8,precision=2,geometry=1,Nc=48,vol=16,stride=8,precision=2,geometry=1,Nc=48,fine-grained	192	2	1	1	24	2	0	-1	-1	-1	-1	4.64457e-06	# 0.00 Gflop/s, 63.50 GB/s, tuning took 0.013591 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x2	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb1EsEENS3_IfLi48ELi1ELS4_2ELb0EsEEEEEE	GPU-offline,vol=16,stride=16,precision=2,geometry=8,Nc=48,vol=16,stride=16,precision=2,geometry=8,Nc=48,fine-grained,ghost	64	1	4	1	48	2	0	-1	-1	-1	-1	6.50115e-06	# 0.00 Gflop/s, 362.90 GB/s, tuning took 0.021365 seconds at Wed Apr  2 17:24:44 2025
 2x2x2x2,1x2x2x8	N4quda16ProlongateLaunchIfsLi2ELi24ELi2ELi24EEE	GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=24,n_rhs=1	32	1	2	1	1	12	3073	-1	-1	-1	-1	3.30503e-06	# 89.23 Gflop/s, 50.27 GB/s, tuning took 0.017052 seconds at Wed Apr  2 17:24:50 2025
 2x2x2x2,2x2x2x8	N4quda16ProlongateLaunchIfsLi2ELi24ELi2ELi24EEE	GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,vol=64,parity=2,precision=4,order=2,Ns=2,Nc=24,n_rhs=1	96	1	3	1	2	8	16385	-1	-1	-1	-1	3.36823e-06	# 175.11 Gflop/s, 96.83 GB/s, tuning took 0.020923 seconds at Wed Apr  2 17:24:44 2025
 2x2x2x2,2x2x2x8	N4quda16ProlongateLaunchIfsLi2ELi24ELi2ELi24EEE	GPU-offline,vol=16,parity=2,precision=4,order=2,Ns=2,Nc=24,vol=64,parity=2,precision=4,order=2,Ns=2,Nc=24,n_rhs=24	32	3	5	1	16	5	0	-1	-1	-1	-1	8.47383e-06	# 1670.53 Gflop/s, 923.72 GB/s, tuning took 0.090135 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x8	N4quda10BlockOrthoIsfLi2ELi1ELi24ELi2ELi24EEE	GPU-offline,vol=64,parity=2,precision=2,order=2,Ns=2,Nc=576,nVec=24,block_size=1x1x1x4,n_block_ortho=1,mVec=1	32	1	1	16	1	2	3277	1	-1	-1	-1	0.000411989	# 34.00 Gflop/s, 10.39 GB/s, tuning took 0.061976 seconds at Wed Apr  2 17:24:43 2025
         2x2x2x8	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfsLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s8EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=16384,parity=2,precision=2,order=8,Ns=4,Nc=72,nVec=24,comm=0000,computeCoarseDiagonal,GPU-device	64	1	13	1	2	2	0	1	1	1	1	2.1313e-06	# 1.44 Gflop/s, 11.53 GB/s, tuning took 0.017162 seconds at Wed Apr  2 17:24:42 2025
         2x2x2x8	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfsLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s8EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=16384,parity=2,precision=2,order=8,Ns=4,Nc=72,nVec=24,comm=0000,computeConvert,GPU-device	32	5	1	1	10	24	0	1	1	1	1	3.06769e-06	# 1.00 Gflop/s, 576.81 GB/s, tuning took 0.033943 seconds at Wed Apr  2 17:24:35 2025
         2x2x2x8	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeUV,mma,3xfp16,m16n8k8,compute_max,dim=0,dir=back,nFace=1,GPU-device	32	1	1	1	12	12	0	0	0	0	0	8.84735e-06	# 3200.00 Gflop/s, 1700.06 GB/s, tuning took 0.007474 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x8	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeUV,mma,3xfp16,m16n8k8,compute_max,dim=0,dir=fwd,nFace=1,GPU-device	32	1	1	1	12	12	0	0	0	0	0	8.98589e-06	# 3150.67 Gflop/s, 1673.85 GB/s, tuning took 0.029592 seconds at Wed Apr  2 17:24:43 2025
         2x2x2x8	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeUV,mma,3xfp16,m16n8k8,compute_max,dim=1,dir=back,nFace=1,GPU-device	32	1	1	1	12	12	0	0	0	0	0	8.79804e-06	# 3217.94 Gflop/s, 1709.59 GB/s, tuning took 0.007706 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x8	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeUV,mma,3xfp16,m16n8k8,compute_max,dim=1,dir=fwd,nFace=1,GPU-device	32	1	1	1	12	12	0	0	0	0	0	8.94433e-06	# 3165.31 Gflop/s, 1681.63 GB/s, tuning took 0.007773 seconds at Wed Apr  2 17:24:43 2025
         2x2x2x8	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeUV,mma,3xfp16,m16n8k8,compute_max,dim=2,dir=back,nFace=1,GPU-device	32	1	1	1	12	12	0	0	0	0	0	8.75624e-06	# 3233.30 Gflop/s, 1717.75 GB/s, tuning took 0.007712 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x8	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeUV,mma,3xfp16,m16n8k8,compute_max,dim=2,dir=fwd,nFace=1,GPU-device	32	1	1	1	12	12	0	0	0	0	0	8.89437e-06	# 3183.09 Gflop/s, 1691.07 GB/s, tuning took 0.007762 seconds at Wed Apr  2 17:24:43 2025
         2x2x2x8	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeUV,mma,3xfp16,m16n8k8,compute_max,dim=3,dir=back,nFace=1,GPU-device	32	1	1	1	12	12	0	0	0	0	0	8.80849e-06	# 3214.12 Gflop/s, 1707.56 GB/s, tuning took 0.007730 seconds at Wed Apr  2 17:24:44 2025
         2x2x2x8	N4quda10CalculateYILb1EL19QudaFieldLocation_s2ENS_13CalculateYArgILb1EfsLi2ELi2ELi24ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s13ELb1EsEENS4_IfLi48ELi2ELS5_13ELb1EiEES6_NS_11colorspinor12FieldOrderCBIfLi2ELi24ELi24EL16QudaFieldOrder_s9EssLb0ELb0EEENS9_IfLi4ELi24ELi24ELSA_9EssLb0ELb0EEESB_S6_EEEE	GPU-offline,vol=64,parity=2,precision=2,order=9,Ns=2,Nc=576,nVec=24,comm=0000,computeUV,mma,3xfp16,m16n8k8,compute_max,dim=3,dir=fwd,nFace=1,GPU-device	32	1	1	1	12	12	0	0	0	0	0	8.93097e-06	# 3170.04 Gflop/s, 1684.14 GB/s, tuning took 0.007714 seconds at Wed Apr  2 17:24:43 2025
